date,Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy,day,hour,pred_RF,pred_SVM,pred_MLP
2015-02-17 16:40:00,22.125,34.2975,429.0,1453.0,0.005661675,1,1,16,1,1,1
2015-02-17 16:40:00,22.125,34.37,429.0,1458.75,0.005673752,1,1,16,1,1,1
2015-02-17 16:41:00,22.1,34.395,429.0,1456.75,0.005669194000000001,1,1,16,1,1,1
2015-02-17 16:43:00,22.16666667,34.29666667,429.0,1458.0,0.005676059000000001,1,1,16,1,1,1
2015-02-17 16:44:00,22.15,34.425,429.0,1466.0,0.005691656999999999,1,1,16,1,1,1
2015-02-17 16:45:00,22.16666667,34.46666667,429.0,1471.666667,0.005704452,1,1,16,1,1,1
2015-02-17 16:46:00,22.175,34.45,429.0,1478.25,0.00570459,1,1,16,1,1,1
2015-02-17 16:46:00,22.15,34.395,429.0,1484.5,0.0056866519999999995,1,1,16,1,1,1
2015-02-17 16:47:00,22.15,34.595,429.0,1487.0,0.005720023,1,1,16,1,1,1
2015-02-17 16:49:00,22.15,34.645,429.0,1507.5,0.0057283659999999995,1,1,16,1,1,1
2015-02-17 16:50:00,22.15,34.495,429.0,1500.5,0.005703336999999999,1,1,16,1,1,1
2015-02-17 16:51:00,22.125,34.5675,429.0,1497.5,0.005706654,1,1,16,1,1,1
2015-02-17 16:52:00,22.13333333,34.39666667,429.0,1501.0,0.005681105,1,1,16,1,1,1
2015-02-17 16:53:00,22.1,34.4475,429.0,1498.0,0.005677926,1,1,16,1,1,1
2015-02-17 16:53:00,22.1,34.545,429.0,1495.0,0.005694144,1,1,16,1,1,1
2015-02-17 16:54:00,22.125,34.35,429.0,1481.0,0.005670421,1,1,16,1,1,1
2015-02-17 16:56:00,22.13333333,34.33333333,434.0,1481.0,0.005670549,1,1,16,1,1,1
2015-02-17 16:57:00,22.1,34.3,429.0,1488.25,0.0056533930000000005,1,1,16,1,1,1
2015-02-17 16:58:00,22.13333333,34.46666667,429.0,1495.333333,0.005692772,1,1,16,1,1,1
2015-02-17 16:59:00,22.1,34.425,429.0,1503.75,0.0056741840000000005,1,1,16,1,1,1
2015-02-17 16:59:00,22.1,34.32666667,435.0,1499.666667,0.005657828,1,1,16,1,1,1
2015-02-17 17:00:00,22.15,34.245,438.0,1485.5,0.0056616259999999995,1,1,17,1,1,1
2015-02-17 17:02:00,22.15,34.3725,438.0,1477.0,0.0056828980000000005,1,1,17,1,1,1
2015-02-17 17:03:00,22.16666667,34.4,441.0,1483.0,0.005693317,1,1,17,1,1,1
2015-02-17 17:04:00,22.15,34.35,438.0,1480.666667,0.0056791440000000006,1,1,17,1,1,1
2015-02-17 17:05:00,22.15,34.245,438.0,1475.0,0.0056616259999999995,1,1,17,1,1,1
2015-02-17 17:06:00,22.125,34.245,447.0,1482.25,0.00565293,1,1,17,1,1,1
2015-02-17 17:06:00,22.125,34.37,447.0,1484.25,0.005673752,1,1,17,1,1,1
2015-02-17 17:08:00,22.1,34.36,447.0,1488.666667,0.005663372,1,1,17,1,1,1
2015-02-17 17:09:00,22.1,34.36333333,447.0,1495.0,0.005663926999999999,1,1,17,1,1,1
2015-02-17 17:10:00,22.1,34.425,443.5,1501.75,0.0056741840000000005,1,1,17,1,1,1
2015-02-17 17:10:00,22.125,34.45,439.0,1504.5,0.005687079,1,1,17,1,1,1
2015-02-17 17:12:00,22.125,34.4,443.5,1507.25,0.00567875,1,1,17,1,1,1
2015-02-17 17:12:00,22.1,34.4725,440.0,1508.0,0.0056820840000000004,1,1,17,1,1,1
2015-02-17 17:13:00,22.1,34.4975,443.5,1512.75,0.0056862430000000005,1,1,17,1,1,1
2015-02-17 17:15:00,22.1,34.4,447.0,1512.5,0.005670025,1,1,17,1,1,1
2015-02-17 17:16:00,22.125,34.4,447.0,1520.0,0.00567875,1,1,17,1,1,1
2015-02-17 17:17:00,22.1,34.425,443.5,1515.0,0.0056741840000000005,1,1,17,1,1,1
2015-02-17 17:18:00,22.13333333,34.43333333,447.0,1519.666667,0.005687216,1,1,17,1,1,1
2015-02-17 17:19:00,22.125,34.3,442.5,1518.75,0.005662092,1,1,17,1,1,1
2015-02-17 17:19:00,22.125,34.3725,438.0,1528.5,0.005674169000000001,1,1,17,1,1,1
2015-02-17 17:21:00,22.125,34.4,439.0,1537.5,0.00567875,1,1,17,1,1,1
2015-02-17 17:22:00,22.2,34.345,438.0,1522.0,0.00569579,1,1,17,1,1,1
2015-02-17 17:23:00,22.15,34.345,438.0,1517.5,0.00567831,1,1,17,1,1,1
2015-02-17 17:23:00,22.15,34.3225,438.0,1523.5,0.005674556,1,1,17,1,1,1
2015-02-17 17:25:00,22.15,34.3175,442.5,1526.5,0.005673722,1,1,17,1,1,1
2015-02-17 17:25:00,22.15,34.3725,435.5,1534.5,0.0056828980000000005,1,1,17,1,1,1
2015-02-17 17:26:00,22.15,34.645,434.5,1588.75,0.0057283659999999995,1,1,17,1,1,1
2015-02-17 17:28:00,22.1,34.6,435.5,1594.0,0.005703293000000001,1,1,17,1,1,1
2015-02-17 17:29:00,22.1,34.73333333,428.33333330000005,1585.333333,0.005725473000000001,1,1,17,1,1,1
2015-02-17 17:30:00,22.13333333,34.66333333,433.0,1649.0,0.005725554,1,1,17,1,1,1
2015-02-17 17:31:00,22.1,34.53,433.0,1653.0,0.005691649,1,1,17,1,1,1
2015-02-17 17:31:00,22.15,34.5675,433.0,1690.5,0.005715434,1,1,17,1,1,1
2015-02-17 17:32:00,22.16666667,34.66333333,433.0,1739.6666670000002,0.005737302,1,1,17,1,1,1
2015-02-17 17:34:00,22.15,34.545,433.0,1757.75,0.00571168,1,1,17,1,1,1
2015-02-17 17:35:00,22.16666667,34.49666667,433.0,1779.0,0.0057094630000000006,1,1,17,1,1,1
2015-02-17 17:36:00,22.2,34.45,433.0,1778.0,0.005713363000000001,1,1,17,1,1,1
2015-02-17 17:37:00,22.175,34.3725,433.0,1774.5,0.005691639,1,1,17,1,1,1
2015-02-17 17:38:00,22.2,34.36333333,433.0,1776.0,0.005698858,1,1,17,1,1,1
2015-02-17 17:38:00,22.175,34.475,433.0,1842.75,0.005708766999999999,1,1,17,1,1,1
2015-02-17 17:39:00,22.175,34.425,433.0,1809.25,0.005700411999999999,1,1,17,1,1,1
2015-02-17 17:41:00,22.2,34.4,433.0,1750.0,0.005704995,1,1,17,1,1,1
2015-02-17 17:42:00,22.16666667,34.43333333,433.0,1740.0,0.005698884,1,1,17,1,1,1
2015-02-17 17:43:00,22.175,34.35,433.0,1705.25,0.005687879,1,1,17,1,1,1
2015-02-17 17:44:00,22.2,34.29,433.0,1682.0,0.005686585,1,1,17,1,1,1
2015-02-17 17:44:00,22.2,34.345,433.0,1669.5,0.00569579,1,1,17,1,1,1
2015-02-17 17:45:00,22.2,34.23,433.0,1683.3333329999998,0.005676544,1,1,17,1,1,1
2015-02-17 17:47:00,22.2,34.2,433.0,1699.75,0.005671523,1,1,17,1,1,1
2015-02-17 17:48:00,22.2,34.2175,433.0,1696.0,0.005674451999999999,1,1,17,1,1,1
2015-02-17 17:49:00,22.2,34.1725,433.0,1682.75,0.005666922,1,1,17,1,1,1
2015-02-17 17:50:00,22.2,34.45,433.0,1684.0,0.005713363000000001,1,1,17,1,1,1
2015-02-17 17:51:00,22.2,34.26,433.0,1699.6666670000002,0.005681564,1,1,17,1,1,1
2015-02-17 17:51:00,22.2,34.245,433.0,1698.0,0.005679054,1,1,17,1,1,1
2015-02-17 17:53:00,22.2,34.2675,429.5,1695.0,0.00568282,1,1,17,1,1,1
2015-02-17 17:54:00,22.2,34.19333333,423.66666669999995,1675.333333,0.005670408,1,1,17,1,1,1
2015-02-17 17:55:00,22.2,34.09666667,419.0,1658.666667,0.0056542319999999995,1,1,17,1,1,1
2015-02-17 17:55:00,22.2,34.2675,426.0,1645.5,0.00568282,1,1,17,1,1,1
2015-02-17 17:57:00,22.2,34.345,429.5,1652.0,0.00569579,1,1,17,1,1,1
2015-02-17 17:57:00,22.2,34.29,426.0,1641.0,0.005686585,1,1,17,1,1,1
2015-02-17 17:58:00,22.2,34.3175,419.0,1637.5,0.0056911869999999995,1,1,17,1,1,1
2015-02-17 18:00:00,22.2,34.33333333,419.0,1628.333333,0.005693836999999999,1,1,18,1,1,1
2015-02-17 18:01:00,22.2,34.345,419.0,1619.5,0.00569579,1,1,18,1,1,1
2015-02-17 18:02:00,22.2,34.345,419.0,1600.5,0.00569579,1,1,18,1,1,1
2015-02-17 18:03:00,22.2,34.245,419.0,1602.0,0.005679054,1,1,18,1,1,1
2015-02-17 18:04:00,22.2,34.245,419.0,1603.0,0.005679054,1,1,18,1,1,1
2015-02-17 18:04:00,22.2,34.2175,415.5,1606.75,0.005674451999999999,1,1,18,1,1,1
2015-02-17 18:06:00,22.16666667,34.26,279.3333333,1595.666667,0.005669935,0,1,18,1,1,1
2015-02-17 18:07:00,22.1,34.32666667,0.0,1591.333333,0.005657828,0,1,18,0,0,0
2015-02-17 18:08:00,22.1,34.345,0.0,1594.5,0.005660877,0,1,18,0,0,0
2015-02-17 18:08:00,22.1,34.29,0.0,1585.666667,0.00565173,0,1,18,0,0,0
2015-02-17 18:10:00,22.1,34.29,0.0,1576.0,0.00565173,0,1,18,0,0,0
2015-02-17 18:10:00,22.1,34.345,0.0,1572.0,0.005660877,0,1,18,0,0,0
2015-02-17 18:11:00,22.1,34.29,0.0,1568.5,0.00565173,0,1,18,0,0,0
2015-02-17 18:13:00,22.1,34.4,0.0,1569.0,0.005670025,0,1,18,0,0,0
2015-02-17 18:14:00,22.1,34.32666667,0.0,1564.666667,0.005657828,0,1,18,0,0,0
2015-02-17 18:15:00,22.05,34.245,0.0,1550.5,0.0056269119999999995,0,1,18,0,0,0
2015-02-17 18:16:00,22.1,34.29,0.0,1549.0,0.00565173,0,1,18,0,0,0
2015-02-17 18:16:00,22.03333333,34.26,0.0,1551.333333,0.005623629000000001,0,1,18,0,0,0
2015-02-17 18:17:00,22.025,34.2225,0.0,1538.25,0.0056145380000000005,0,1,18,0,0,0
2015-02-17 18:19:00,22.0,34.29,0.0,1536.0,0.005617064000000001,0,1,18,0,0,0
2015-02-17 18:20:00,22.0,34.245,0.0,1541.0,0.0056096259999999995,0,1,18,0,0,0
2015-02-17 18:21:00,22.0,34.29,0.0,1544.0,0.005617064000000001,0,1,18,0,0,0
2015-02-17 18:22:00,22.0,34.29,0.0,1533.0,0.005617064000000001,0,1,18,0,0,0
2015-02-17 18:23:00,21.89,34.29,0.0,1536.0,0.005579148000000001,0,1,18,0,0,0
2015-02-17 18:23:00,21.89,34.29,0.0,1538.0,0.005579148000000001,0,1,18,0,0,0
2015-02-17 18:24:00,21.89,34.29,0.0,1531.0,0.005579148000000001,0,1,18,0,0,0
2015-02-17 18:26:00,21.89,34.29,0.0,1530.333333,0.005579148000000001,0,1,18,0,0,0
2015-02-17 18:27:00,21.89,34.29,0.0,1529.0,0.005579148000000001,0,1,18,0,0,0
2015-02-17 18:28:00,21.89,34.29,0.0,1523.0,0.005579148000000001,0,1,18,0,0,0
2015-02-17 18:29:00,21.89,34.29,0.0,1530.666667,0.005579148000000001,0,1,18,0,0,0
2015-02-17 18:29:00,21.89,34.29,0.0,1525.0,0.005579148000000001,0,1,18,0,0,0
2015-02-17 18:30:00,21.89,34.29,0.0,1519.0,0.005579148000000001,0,1,18,0,0,0
2015-02-17 18:32:00,21.89,34.245,0.0,1508.0,0.005571761,0,1,18,0,0,0
2015-02-17 18:33:00,21.89,34.2,0.0,1491.5,0.005564373,0,1,18,0,0,0
2015-02-17 18:34:00,21.84,34.145,0.0,1499.0,0.005538259,0,1,18,0,0,0
2015-02-17 18:35:00,21.79,34.2,0.0,1499.0,0.005530193,0,1,18,0,0,0
2015-02-17 18:36:00,21.79,34.09,0.0,1495.5,0.005512248000000001,0,1,18,0,0,0
2015-02-17 18:36:00,21.79,34.12666667,0.0,1491.0,0.00551823,0,1,18,0,0,0
2015-02-17 18:38:00,21.79,34.09,0.0,1492.0,0.005512248000000001,0,1,18,0,0,0
2015-02-17 18:39:00,21.76,34.12666667,0.0,1487.333333,0.005508034,0,1,18,0,0,0
2015-02-17 18:40:00,21.7,34.145,0.0,1489.5,0.005490666999999999,0,1,18,0,0,0
2015-02-17 18:40:00,21.7,34.2,0.0,1488.0,0.005499589,0,1,18,0,0,0
2015-02-17 18:42:00,21.7,34.2,0.0,1475.0,0.005499589,0,1,18,0,0,0
2015-02-17 18:42:00,21.7,34.2,0.0,1470.5,0.005499589,0,1,18,0,0,0
2015-02-17 18:43:00,21.7,34.2,0.0,1477.0,0.005499589,0,1,18,0,0,0
2015-02-17 18:45:00,21.7,34.29,0.0,1476.0,0.00551419,0,1,18,0,0,0
2015-02-17 18:46:00,21.7,34.2,0.0,1477.0,0.005499589,0,1,18,0,0,0
2015-02-17 18:47:00,21.7,34.245,0.0,1484.75,0.00550689,0,1,18,0,0,0
2015-02-17 18:48:00,21.7,34.245,0.0,1471.5,0.00550689,0,1,18,0,0,0
2015-02-17 18:49:00,21.7,34.29,0.0,1476.0,0.00551419,0,1,18,0,0,0
2015-02-17 18:49:00,21.7,34.245,0.0,1477.5,0.00550689,0,1,18,0,0,0
2015-02-17 18:51:00,21.65,34.145,0.0,1475.5,0.005473756999999999,0,1,18,0,0,0
2015-02-17 18:52:00,21.6,34.1175,0.0,1478.0,0.00545246,0,1,18,0,0,0
2015-02-17 18:53:00,21.6,34.09,0.0,1487.0,0.005448026999999999,0,1,18,0,0,0
2015-02-17 18:53:00,21.6,34.09,0.0,1483.5,0.005448026999999999,0,1,18,0,0,0
2015-02-17 18:55:00,21.6,34.09,0.0,1488.0,0.005448026999999999,0,1,18,0,0,0
2015-02-17 18:55:00,21.6,34.09,0.0,1490.0,0.005448026999999999,0,1,18,0,0,0
2015-02-17 18:56:00,21.6,34.09,0.0,1483.0,0.005448026999999999,0,1,18,0,0,0
2015-02-17 18:58:00,21.6,34.09,0.0,1481.0,0.005448026999999999,0,1,18,0,0,0
2015-02-17 18:59:00,21.53333333,34.12666667,0.0,1479.333333,0.005431536999999999,0,1,18,0,0,0
2015-02-17 19:00:00,21.5,34.1725,0.0,1472.25,0.00542771,0,1,19,0,0,0
2015-02-17 19:01:00,21.5,34.09,0.0,1473.0,0.005414493,0,1,19,0,0,0
2015-02-17 19:01:00,21.5,34.1725,0.0,1475.75,0.00542771,0,1,19,0,0,0
2015-02-17 19:02:00,21.5,34.09,0.0,1468.0,0.005414493,0,1,19,0,0,0
2015-02-17 19:04:00,21.5,34.16333333,0.0,1469.333333,0.0054262419999999995,0,1,19,0,0,0
2015-02-17 19:05:00,21.5,34.145,0.0,1474.0,0.005423305,0,1,19,0,0,0
2015-02-17 19:06:00,21.5,34.09,0.0,1475.0,0.005414493,0,1,19,0,0,0
2015-02-17 19:07:00,21.445,34.09,0.0,1474.0,0.005396127,0,1,19,0,0,0
2015-02-17 19:08:00,21.5,34.2,0.0,1477.5,0.005432116999999999,0,1,19,0,0,0
2015-02-17 19:08:00,21.445,34.145,0.0,1480.5,0.005404908000000001,0,1,19,0,0,0
2015-02-17 19:09:00,21.39,34.09,0.0,1465.0,0.005377816,0,1,19,0,0,0
2015-02-17 19:11:00,21.39,34.2,0.0,1469.5,0.005395319,0,1,19,0,0,0
2015-02-17 19:12:00,21.39,34.09,0.0,1468.0,0.005377816,0,1,19,0,0,0
2015-02-17 19:13:00,21.39,34.2,0.0,1468.0,0.005395319,0,1,19,0,0,0
2015-02-17 19:14:00,21.34,34.145,0.0,1466.0,0.005369942,0,1,19,0,0,0
2015-02-17 19:14:00,21.35666667,34.2,0.0,1465.333333,0.005384211999999999,0,1,19,0,0,0
2015-02-17 19:15:00,21.29,34.2,0.0,1468.0,0.005362059000000001,0,1,19,0,0,0
2015-02-17 19:17:00,21.29,34.2,0.0,1471.0,0.005362059000000001,0,1,19,0,0,0
2015-02-17 19:18:00,21.29,34.245,0.0,1471.5,0.005369175,0,1,19,0,0,0
2015-02-17 19:19:00,21.29,34.2,0.0,1466.5,0.005362059000000001,0,1,19,0,0,0
2015-02-17 19:20:00,21.29,34.2,0.0,1472.0,0.005362059000000001,0,1,19,0,0,0
2015-02-17 19:21:00,21.29,34.29,0.0,1472.666667,0.0053762919999999995,0,1,19,0,0,0
2015-02-17 19:21:00,21.2675,34.295,0.0,1470.75,0.005369603000000001,0,1,19,0,0,0
2015-02-17 19:23:00,21.29,34.29,0.0,1469.0,0.0053762919999999995,0,1,19,0,0,0
2015-02-17 19:24:00,21.29,34.345,0.0,1467.5,0.00538499,0,1,19,0,0,0
2015-02-17 19:25:00,21.2,34.2,0.0,1466.0,0.00533228,0,1,19,0,0,0
2015-02-17 19:25:00,21.2,34.29,0.0,1467.0,0.005346433,0,1,19,0,0,0
2015-02-17 19:27:00,21.2,34.29,0.0,1468.0,0.005346433,0,1,19,0,0,0
2015-02-17 19:27:00,21.2,34.29,0.0,1468.0,0.005346433,0,1,19,0,0,0
2015-02-17 19:28:00,21.2,34.245,0.0,1464.5,0.005339356,0,1,19,0,0,0
2015-02-17 19:30:00,21.2,34.29,0.0,1460.333333,0.005346433,0,1,19,0,0,0
2015-02-17 19:31:00,21.2,34.29,0.0,1458.0,0.005346433,0,1,19,0,0,0
2015-02-17 19:32:00,21.16666667,34.29,0.0,1468.666667,0.005335411,0,1,19,0,0,0
2015-02-17 19:33:00,21.2,34.29,0.0,1475.0,0.005346433,0,1,19,0,0,0
2015-02-17 19:34:00,21.2,34.29,0.0,1474.0,0.005346433,0,1,19,0,0,0
2015-02-17 19:34:00,21.2,34.29,0.0,1475.0,0.005346433,0,1,19,0,0,0
2015-02-17 19:36:00,21.15,34.29,0.0,1472.5,0.005329908,0,1,19,0,0,0
2015-02-17 19:37:00,21.1,34.29,0.0,1473.5,0.005313428,0,1,19,0,0,0
2015-02-17 19:38:00,21.1,34.29,0.0,1483.0,0.005313428,0,1,19,0,0,0
2015-02-17 19:38:00,21.13333333,34.29,0.0,1486.0,0.005324409,0,1,19,0,0,0
2015-02-17 19:40:00,21.1,34.29,0.0,1485.5,0.005313428,0,1,19,0,0,0
2015-02-17 19:40:00,21.1,34.29,0.0,1488.0,0.005313428,0,1,19,0,0,0
2015-02-17 19:41:00,21.1,34.29,0.0,1494.5,0.005313428,0,1,19,0,0,0
2015-02-17 19:43:00,21.1,34.245,0.0,1487.0,0.005306395,0,1,19,0,0,0
2015-02-17 19:44:00,21.1,34.29,0.0,1484.0,0.005313428,0,1,19,0,0,0
2015-02-17 19:45:00,21.1,34.29,0.0,1488.5,0.005313428,0,1,19,0,0,0
2015-02-17 19:46:00,21.13333333,34.29,0.0,1490.5,0.005324409,0,1,19,0,0,0
2015-02-17 19:46:00,21.1,34.29,0.0,1493.5,0.005313428,0,1,19,0,0,0
2015-02-17 19:47:00,21.1,34.29,0.0,1495.0,0.005313428,0,1,19,0,0,0
2015-02-17 19:49:00,21.1,34.29,0.0,1486.5,0.005313428,0,1,19,0,0,0
2015-02-17 19:50:00,21.1,34.29,0.0,1486.5,0.005313428,0,1,19,0,0,0
